자동차검사소명,자동차검사소유형,소재지도로명주소,소재지지번주소,위도,경도,검사소전화번호,운영시간,검사진로수,부지면적,건물면적,검사기술인력수,신규검사여부,정기검사여부,튜닝검사여부,임시검사여부,수리검사여부,배출가스정밀검사여부,택시미터검정여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
(주)수레와바퀴,민간,경기도 화성시 융건로 41-20,,37.215732,126.983768,031-296-2556,09:00~18:00,1,0,0,,N,Y,N,N,N,Y,Y,,경기도 화성시,2023-07-05,5530000,경기도 화성시
태흥자동차공업사,민간,경기도 화성시 남양읍 현대기아로520-10,,37.193665,126.849215,031-8059-9961,09:00~18:00,1,1878,1878,,N,Y,N,N,N,Y,Y,,경기도 화성시,2023-07-05,5530000,경기도 화성시
(유)유신공업사,민간,전라북도 익산시 서동로 209,전라북도 익산시 금강동 951-16,35.93889183,126.9730707,063-855-0327,평일:08:30~17:30+토요일:08:30~12:00,1,3068,687.7,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2023-09-04,4680000,전라북도 익산시
1급 서일특장자동차 공업사,민간,전라북도 익산시 함열읍 함열10길 25,전라북도 익산시 함열읍 와리 189,36.07582395,126.9659782,063-861-0334,평일:09:00~18:00+토요일:09:00~13:00,1,1230,296.63,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2023-09-04,4680000,전라북도 익산시
새한자동차공업사,민간,전라북도 익산시 목천로 51,전라북도 익산시 목천동 311-4,35.91926094,126.933902,063-852-1234,평일:09:00~18:00+토요일:09:00~13:00,1,6507,2747.18,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2023-09-04,4680000,전라북도 익산시
진우자동차공업사,민간,전라북도 익산시 약촌로 63,전라북도 익산시 신흥동 856-1,35.93946321,126.9773993,063-842-3355,평일:08:30~17:30+토요일:08:30~12:00,1,1518,655.15,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2023-09-04,4680000,전라북도 익산시
㈜엠원기업,민간,대전광역시 서구 월드컵대로 484번길82-20,,36.346941,127.352904,042-538-7796,평일09:00-18:00+토요일09:00-13:00,1,1077,214,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
평화공업사,민간,강원도 양구군 양구읍 박수근로 349,강원도 양구군 양구읍 정림리 184-4,38.10256981,127.9819108,033-482-7272,(평일)09:00~18:00,1,3641,530,3,Y,Y,Y,Y,Y,N,N,033-480-2715,강원도 양구군청,2022-12-08,4320000,강원도 양구군
양구공업사,민간,강원도 양구군 양구읍 중심로 9,강원도 양구군 양구읍 송청리 110,38.09221044,127.9959482,033-481-1170,(평일)09:00~18:00,1,3600,1110,2,Y,Y,Y,Y,Y,N,N,033-480-2715,강원도 양구군청,2022-12-08,4320000,강원도 양구군
영포자동차정비,민간,경상북도 포항시 남구 연일읍 철강로107번길 46-10,,35.99293163,129.357079,054-286-3383,평일 09:00~18:00+토요일 09:00~12:00,1,2414,474,,Y,Y,Y,Y,Y,Y,Y,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
금성자동차종합정비(포항),민간,경상북도 포항시 남구 연일읍 철강로107번길 67,,35.99507718,129.355217,054-286-6077,평일 09:00~18:30+토요일 09:00~12:30,1,4034,89,,N,Y,N,N,N,Y,N,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
대림자동차정비서비스(유),민간,"경기도 성남시 수정구 사송로77번길 68(사송동, 70, 72)",경기도 성남시 수정구 사송동 356-2,37.40934497,127.1143041,031-723-8208,09:00~18:00,1,2147,2147,4,N,Y,N,N,N,Y,Y,031-729-3703,경기도 성남시청,2023-03-20,3780000,경기도 성남시
(주)일급신분당검사정비사업소,민간,경기도 성남시 분당구 이매로 118(이매동),경기도 성남시 분당구 이매동 366-3,37.39211294,127.1324457,031-708-4972,09:00~18:00,2,1728,1728,4,N,Y,N,N,N,Y,Y,031-729-3703,경기도 성남시청,2023-03-20,3780000,경기도 성남시
(주)현대자동차검사정비사업소,민간,경기도 성남시 분당구 대왕판교로 277(궁내동),경기도 성남시 분당구 궁내동 239-2,37.36823447,127.100925,031-726-7890,09:00~18:00,1,1380,1380,4,N,Y,N,N,N,Y,Y,031-729-3703,경기도 성남시청,2023-03-20,3780000,경기도 성남시
고속종합정비공장,민간,경상북도 김천시 새까끔길 5,경상북도 김천시 다수동 111,36.12724088,128.0731941,054-435-3399,08:30~18:00,1,1000,480,1,N,Y,N,N,N,N,N,054-420-6826,경상북도 김천시청 교통행정과,2023-03-15,5060000,경상북도 김천시
김천현대종합정비,민간,경상북도 김천시 공단2길 15,경상북도 김천시 대광동 953-2,36.14082434,128.137104,054-430-8181,08:30~18:00,1,3820,523,1,N,Y,N,N,N,N,N,054-420-6826,경상북도 김천시청 교통행정과,2023-03-15,5060000,경상북도 김천시
대전자동차검사소,공공,대전광역시 서구 변동로 44(변동),대전광역시 서구 변동51-1,36.32484117,127.3779096,042-523-5095,(평일)09:00~18:00+(토요일)09:00~13:00,3,5671,1097,,Y,Y,Y,Y,Y,Y,Y,042-933-4325,한국교통안전공단 대전세종충남본부,2023-07-26,B553881,한국교통안전공단
동탄자동차검사소,공공,경기도 화성시 동탄기흥로 642-4 (영천동),경기도 화성시 영천동120-5,37.217278,127.095392,031-378-8731,(평일)09:00~18:00+(토요일)09:00~13:00,3,5612,1619,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,한국교통안전공단 경기남부본부,2023-07-26,B553881,한국교통안전공단
동해자동차검사소,공공,강원특별자치도 동해시 강원남부로4772 (단봉동),강원특별자치도 동해시 단봉동271-7,37.47503636,129.1195303,033-521-6303,(평일)09:00~18:00+(토요일)09:00~13:00,1,4704,459,,Y,Y,Y,Y,Y,N,Y,033-261-1580,한국교통안전공단 강원본부,2023-07-26,B553881,한국교통안전공단
목포자동차검사소,공공,전라남도 목포시 옥암로153 (상동),전라남도 목포시 상동713-22,34.8119407,126.422788,061-283-5004,(평일)09:00~18:00+(토요일)09:00~13:00,2,3596,774,,Y,Y,Y,Y,Y,Y,Y,062-606-7610,한국교통안전공단 광주전남본부,2023-07-26,B553881,한국교통안전공단
문경자동차검사소,공공,경상북도 문경시 영신로81 (점촌동),경상북도 문경시 점촌동17-1,36.5931775,128.2084966,054-552-2820,(평일)09:00~18:00+(토요일)09:00~13:00,1,2259,322,,Y,Y,Y,Y,Y,N,Y,053-794-3812,한국교통안전공단 대구경북본부,2023-07-26,B553881,한국교통안전공단
부천자동차검사소,공공,경기도 부천시 오정구 오정로42 (삼정동),경기도 부천시 삼정동29-4,37.52459327,126.765054,032-674-5000,(평일)09:00~18:00+(토요일)09:00~13:00,4,6817,1555,,Y,Y,Y,Y,Y,Y,Y,032-833-5000,한국교통안전공단 인천본부,2023-07-26,B553881,한국교통안전공단
북광주자동차검사소,공공,광주광역시 광산구 사암로877 (도천동),광주광역시 광산구 도천동1-9,35.21834001,126.8251083,062-962-0990,(평일)09:00~18:00+(토요일)09:00~13:00,3,4776,923,,Y,Y,Y,Y,Y,Y,Y,062-606-7610,한국교통안전공단 광주전남본부,2023-07-26,B553881,한국교통안전공단
사하자동차검사소,공공,부산광역시 사하구 을숙도대로631 (신평동),부산광역시 사하구 신평동572,35.08608501,128.9747313,051-204-9536,(평일)09:00~18:00+(토요일)09:00~13:00,4,10126,1404,,Y,Y,Y,Y,Y,Y,Y,051-315-5000,한국교통안전공단 부산본부,2023-07-26,B553881,한국교통안전공단
상암자동차검사소,공공,서울특별시 마포구 구룡길 15 (상암동),서울특별시 마포구 상암동1733,37.5864923,126.8840896,02-309-7033,(평일)09:00~18:00+(토요일)09:00~13:00,3,6620,3005,,Y,Y,Y,Y,Y,Y,Y,02-309-5000,한국교통안전공단 서울본부,2023-07-26,B553881,한국교통안전공단
서수원자동차검사소,공공,경기도 수원시 권선구 수인로24 (서둔동),경기도 수원시 권선구 서둔동9-19,37.27062857,126.9961599,031-293-9339,(평일)09:00~18:00+(토요일)09:00~13:00,3,6166,1232,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,한국교통안전공단 경기남부본부,2023-07-26,B553881,한국교통안전공단
서인천자동차검사소,공공,인천광역시 서구 중봉대로218 (가좌동),인천광역시 서구 가좌동602-2,37.4985463,126.648561,032-579-7811,(평일)09:00~18:00+(토요일)09:00~13:00,4,4304,1097,,Y,Y,Y,Y,Y,Y,Y,032-833-5000,한국교통안전공단 인천본부,2023-07-26,B553881,한국교통안전공단
성남자동차검사소,공공,경기도 성남시 중원구 사기막골로148길 8 (상대원동),경기도 성남시 중원구 상대원동171-5,37.4410537,127.1783702,031-747-9467,(평일)09:00~18:00+(토요일)09:00~13:00,3,4222,1107,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,한국교통안전공단 경기남부본부,2023-07-26,B553881,한국교통안전공단
성동자동차검사소,공공,서울특별시 성동구 가람길 117 (송정동),서울특별시 성동구 송정동73-36,37.55260324,127.0578565,02-2244-2556,(평일)09:00~18:00+(토요일)09:00~13:00,2,3089,491,,Y,Y,Y,Y,Y,Y,Y,02-309-5000,한국교통안전공단 서울본부,2023-07-26,B553881,한국교통안전공단
성산자동차검사소,공공,서울특별시 마포구 월드컵로220 (성산동),서울특별시 마포구 성산동436-1,37.5673389,126.9006703,02-306-5986,(평일)09:00~18:00+(토요일)09:00~13:00,6,15731,2549,,Y,Y,Y,Y,Y,Y,Y,02-309-5000,한국교통안전공단 서울본부,2023-07-26,B553881,한국교통안전공단
세종자동차검사소,공공,세종특별자치시 종합운동장로 11-5 (대평동),세종특별자치시 대평동583-2,36.46750007,127.2671513,044-868-0515,(평일)09:00~18:00+(토요일)09:00~13:00,3,7197,1426,,Y,Y,Y,Y,Y,Y,Y,042-933-4325,한국교통안전공단 대전세종충남본부,2023-07-26,B553881,한국교통안전공단
제일자동차종합정비,민간,충청북도 영동군 영동읍 동정로 72-45,,36.173175,127.7876509,043-744-0111,평일09:00~17:30+토요일 09:00~12:30,1,4644,527,1,Y,Y,Y,Y,Y,Y,Y,043-740-3514,충청북도 영동군 건설교통과,2022-06-28,4440000,충청북도 영동군
영동기아서비스,민간,충청북도 영동군 영동읍 동정로 119,,36.17175644,127.7937625,043-744-1072,평일09:00~17:20+토요일 09:00~12:00,1,2338,640,1,N,Y,N,N,N,N,Y,043-740-3514,충청북도 영동군 건설교통과,2022-06-28,4440000,충청북도 영동군
영동 현대 서비스,민간,충청북도 영동군 영동읍 기골로 190,,36.18747086,127.790727,043-742-3333,평일08:30~17:30+토요일 08:30~12:00,1,6190,743,1,Y,Y,Y,Y,Y,Y,Y,043-740-3514,충청북도 영동군 건설교통과,2022-06-28,4440000,충청북도 영동군
순창자동차1급공업사,민간,전라북도 순창군 순창읍 강천로 19-6,,35.37059059,127.113607,063-653-3343,평일:09:00~18:00+토요일:09:00~13:00,1,5689,5689,1,N,Y,N,N,N,N,N,063-650-1338,전라북도 순창군,2022-06-15,4770000,전라북도 순창군
원탑코리아공업사,민간,인천광역시 남동구 석정로 540-1(간석동),,37.46562094,126.6958729,032-858-4119,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
신성자동차(10.4.26),민간,인천광역시 남동구 논현고잔로 135번길 30-34(고잔동),,37.39766685,126.7125349,032-446-7700,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,N,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
고려1급자동차,민간,인천광역시 남동구 논현고잔로 109번길 68 (고잔동),,37.39405489,126.7092749,032-811-2288,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
제이오토카케어센터,민간,인천광역시 부평구 백범로 573(십정동),,37.47418043,126.6895385,032-821-2002,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
(주)부강자동차사업소,민간,인천광역시 부평구 백범로 578번길 58(십정동),,37.47668101,126.6920239,032-576-5825,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
신일자동차서비스,민간,인천광역시 부평구 평천로 118 (청천동),,37.52056679,126.7053352,032-501-4600,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
강원종합자동차공업사,민간,강원특별자치도 홍천군 북방면 송학정로 42,,37.6826916676,127.8593396843,033-434-0063,09:00~18:00,1,6611,793,1,N,Y,N,N,N,N,Y,033-430-2944,강원특별자치도 홍천군청,2023-07-28,4251000,강원특별자치도 홍천군
(주)한서자동차공업사,민간,강원특별자치도 홍천군 북방면 송학정로 36-13,,37.6828779154,127.8598435796,033-435-1901,09:00~18:00,10,5599,1782,4,N,Y,N,N,N,N,Y,033-430-2944,강원특별자치도 홍천군청,2023-07-28,4251000,강원특별자치도 홍천군
현대자동차공업사,민간,강원특별자치도 홍천군 홍천읍 공작산로 151,,37.6937094799,127.9074682958,033-435-6400,09:00~18:00,7,1061,661,1,N,Y,N,N,N,N,Y,033-430-2944,강원특별자치도 홍천군청,2023-07-28,4251000,강원특별자치도 홍천군
(주) 홍천자동차공업사,민간,강원특별자치도 홍천군 홍천읍 마지기로 145,,37.7023562500,127.8825048217,033-434-2425,09:00~18:00,8,5818,1203,1,N,Y,N,N,N,N,Y,033-430-2944,강원특별자치도 홍천군청,2023-07-28,4251000,강원특별자치도 홍천군
석화자동차공업사,민간,강원특별자치도 홍천군 홍천읍 마지기로 187,,37.7045767082,127.8792512749,033-435-9650,09:00~18:00,1,3817,1693,1,N,Y,N,N,N,N,Y,033-430-2944,강원특별자치도 홍천군청,2023-07-28,4251000,강원특별자치도 홍천군
서석현대공업사,민간,강원특별자치도 홍천군 서석면 아미산길 40-3,,37.7188766206,128.1798179052,033-433-7910,09:00~18:00,3,1487,480,1,N,Y,N,N,N,N,N,033-430-2944,강원특별자치도 홍천군청,2023-07-28,4251000,강원특별자치도 홍천군
삼성자동차공업사,민간,강원특별자치도 홍천군 남면 명덕길 11-4,,37.6170714788,127.7663694887,033-432-6432,09:00~18:00,1,1341,197,1,N,Y,N,N,N,N,N,033-430-2944,강원특별자치도 홍천군청,2023-07-28,4251000,강원특별자치도 홍천군
광진공업사,민간,전라북도 고창군 고창읍 보릿골로 128,전라북도 고창군 고창읍 읍내리 681-19,35.43685142,126.6961067,063-564-2723,평일:08:30~18:00+토요일:08:30~12:00,20,1466,3408,2,N,Y,N,N,N,N,Y,,전라북도 고창군청,2023-07-28,4780000,전라북도 고창군
고창자동차공업사,민간,전라북도 고창군 신림면 고인돌대로 2051-7,전라북도 고창군 신림면 부송리 31-3,35.46153088,126.6970724,063-564-2600,평일:08:30~17:30+토요일:08:30~12:00,15,2027,6408,1,N,Y,N,N,N,N,Y,,전라북도 고창군청,2023-07-28,4780000,전라북도 고창군
고창우리자동차공업사,민간,전라북도 고창군 고창읍 덕산길 59,전라북도 고창군 고창읍 덕산리 227-6,35.4297324,126.6892396,063-564-5511,평일:09:00~17:30,15,1833,3316,1,N,Y,N,N,N,N,Y,,전라북도 고창군청,2023-07-28,4780000,전라북도 고창군
와수자동차공업사,민간,강원도 철원군 서면 와수로 258,강원도 철원군 서면 와수리 867-1,38.24452826,127.4447718,033-458-8011,평일 9-18시,1,1223,420.24,1,N,Y,N,N,N,N,Y,033-450-5366,강원도 철원군,2022-11-22,4301000,강원특별자치도 철원군
전방자동차공업사,민간,강원도 철원군 갈말읍 두루미로 53,강원도 철원군 갈말읍 문혜리 856-9,38.18168208,127.3235776,033-452-5380,평일 9-18시,1,999,344,1,Y,Y,N,N,N,N,N,033-450-5366,강원도 철원군,2022-11-22,4301000,강원특별자치도 철원군
서울공업사,민간,강원특별자치도 태백시 황지로 104,,37.16809024,128.9920094,033-552-2627,(평일)09:00~18:00,1,3283,1211.99,2,Y,Y,N,N,N,N,N,033-550-2057,강원특별자치도 태백시청,2023-09-06,4221000,강원특별자치도 태백시
형제공업사,민간,강원특별자치도 태백시 외솔배기길 64,,37.17917939,128.9749736,033-552-8250,(평일)09:00~18:00,1,1631,693.39,1,Y,Y,N,N,N,N,N,033-550-2507,강원특별자치도 태백시청,2023-09-06,4221000,강원특별자치도 태백시
㈜영남중공업,민간,서울특별시 금천구 시흥대로153길 26,서울특별시 금천구 독산동 143-19,37.47782878,126.8969244,02-855-9966,평일:08:30~17:30,2,4950,2640,5,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2023-08-23,3170000,서울특별시 금천구
그린종합정비,민간,강원도 화천군 화천읍 산수화로 127,강원도 화천군 화천읍 중리 102-11,38.115745000,127.713319000,033-442-1237,09:00~18:00,0,2754,1700,1,N,Y,N,Y,Y,Y,N,033-440-2366,강원도 화천군청,2018-08-10,4310000,강원도 화천군
아로모터스,민간,강원도 화천군 화천읍 산수화로5길 17,강원도 화천군 화천읍 중리 191-22,38.109489000,127.708636000,033-442-3345,09:00~18:00,0,2046,1129,1,N,Y,N,Y,Y,Y,Y,033-440-2366,강원도 화천군청,2018-08-10,4310000,강원도 화천군
화천정비사업소,민간,강원도 화천군 화천읍 노신로 67,강원도 화천군 화천읍 신읍리 591-4,38.117531000,127.700033000,033-441-4417,09:00~18:00,0,2444,1007,1,N,Y,N,Y,Y,Y,N,033-440-2366,강원도 화천군청,2018-08-10,4310000,강원도 화천군
태극모터스,민간,인천광역시 옹진군 백령면 백령로 857,인천광역시 옹진군 백령면 북포리 531-24,37.95764103,124.663556,032-836-5800,08:30~17:30,1,1267,402,1,Y,Y,N,N,N,N,N,032-899-2532,인천광역시 옹진군청,2022-11-03,3580000,인천광역시 옹진군
무진장공업사,민간,전라북도 진안군 진안읍 전진로 3136-9,전라북도 진안군 진안읍 정곡리 47-1,35.78001722,127.4047397,063-433-7711,(평일)09:00~18:00,20,3656,957.3,2,N,Y,N,N,Y,Y,N,063-430-2355,전라북도 진안군청 건설교통과,2023-06-09,4730000,전라북도 진안군
진안공업사,민간,전라북도 진안군 진안읍 전진로 3152-4,전라북도 진안군 진안읍 정곡리 43-13,35.7805012,127.4051451,063-433-3448,(평일)09:00~18:00,20,500,208.9,5,N,Y,N,N,Y,Y,N,063-430-2355,전라북도 진안군청 건설교통과,2023-06-09,4730000,전라북도 진안군
안천공업사,민간,전라북도 진안군 안천면 진무로 3023,전라북도 진안군 안천면 노성리 697-1,35.8990157,127.5548345,063-432-4141,(평일)09:00~18:00,20,987,231,1,N,Y,N,N,Y,Y,N,063-430-2355,전라북도 진안군청 건설교통과,2023-06-09,4730000,전라북도 진안군
㈜유일공업사,민간,강원도 강릉시 강변로534번길 55,강원도 강릉시 입암동 21-11,37.76636694,128.9226528,033-652-9006,평일:08:00~17:00,1,6449.3,3374.89,1,N,Y,N,N,N,N,N,033-640-5606,강원도 강릉시청,2023-06-08,4200000,강원도 강릉시
㈜현대자동차강남정비센타,민간,강원도 강릉시 성덕로 126,강원도 강릉시 병산동 320-4,37.7643397,128.9385967,033-653-5571,평일:08:30~17:30,1,3255,849.3,1,N,Y,N,N,N,N,N,033-640-5606,강원도 강릉시청,2023-06-08,4200000,강원도 강릉시
